Tdt_ID;Date;Heure;Creneau;Operateur;UAP;Type;Theme;Question;Reponse;Attendu;Resultat;Photos
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;Sécurité des personnes;Pont en cours d'utilisation : Aucun opérateur ne se trouve en dessous du pont durant la manipulation;Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;Sécurité des produits;Zone parking du pont : Les Ponts roulants sont en zone parking et le crochet est en position haute;Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;Sécurité des produits;Les balisages et identifications des activités critiques sont en place et visibles (pancarte indiquant l'activité « critiques »);Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;5S;Respect du standard des gares SpaceLoop : Le mouvement des Kanbans (emplacements jaunes vers les emplacements bleus) est effectué. Le rangement de la gare est respecté;Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;5S;Zone parking des Moyens Non Vol : Le palonnier à ventouse, marchepied et autres non utilisés sont rangés aux emplacements définis;Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;5S;Les transitiques sont dégagées (marquage au sol vert);Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;5S;Les chutes des panneaux précédents sont bien découpées et jetées dans les poubelles adaptées;Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;5S;Les tables, établis et stockeur rotatif sont rangés (outils, outils coupants, moyen de contrôle…);Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;5S;Les aspirateurs sont rangés à leurs emplacements;Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;5S;Le nettoyage des copeaux sur les tables des machines-outils et au sol est effectué;Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;Règles d'Or de la Production;"Toute activité sur du ""vol"" est couverte par un dossier de fabrication DFC";Conforme;Conforme;Juste;
USINAGE_2026-07-17_r;2026-07-17;17:35;Apres-midi;r;UAP1;USINAGE;Règles d'Or de la Production;Les allées de circulation par le personnel sont respectées (autour des zones de balisage);Non conforme;Conforme;Faux;Vendredi_17-07-2026_Regles_dOr_de_la_Production-Les_allees_de_circulation_par_le_personnel_sont_respectees_(autour_des_zones_de_balisage)_1.jpg
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des personnes;L'alarme du coffret traitement d'air n'est pas déclenchée / si déclenchée ==> prévenir le poste de garde au 9833 / PC sous-sol;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des personnes;- Port des EPI : Chaussures de sécurité pour toutes les personnes en activité. Tous les opérateurs portent les EPI indiqués sur les fiches de poste.;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des personnes;Les 3 sorties de secours et les emplacements extincteur sont dégagés;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des personnes;Le tri des déchets dangereux/chimiques est effectué dans les poubelles appropriées;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des personnes;Rangement des produits chimiques dans les armoires après utilisation;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des produits;Balisage existant autour des transitiques (suivant standard de balisage);Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des produits;- Zone parking du pont : Ponts roulants en zone parking et le crochet est en position haute;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des produits;Réfrigérateur : pas d'alarme / les composants dans le frigo sont encore en cours de validité;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des produits;Sur l'écran de commande/contrôle des bains CH1 & CH2 : pas d'anomalies relevées;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Sécurité des produits;Lors du tour au niveau des bassins de rétention ==> pas de présence de fuites;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;5S;- Respect du standard des gares SpaceLoop : Le mouvement des Kanban (emplacements jaunes vers les emplacements bleus) est effectué. Le rangement de la gare est respecté.;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;5S;Transitiques entre les bains dégagées;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;5S;Gare d'entrée/sortie : zone de transitique dégagée et accessible;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;5S;Entrée sortie atelier TS dégagée et accessible;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;5S;Entrée sortie atelier peinture dégagée et accessible;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;5S;Respect du rangement de chaque poste de travail;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;5S;Identification du matériel sur les postes de travail;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Règles d'Or de la Production;Aucun téléphone portable présent sur les servantes ou zone de travail;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Règles d'Or de la Production;Toutes les portes de l'atelier TS doivent être fermées;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Règles d'Or de la Production;"Toutes personnes entrantes seules dans l'atelier TS doivent être habilitées ""Formation spécifique Produit Chimique APAVE""";Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Règles d'Or de la Production;Toutes personnes entrantes accompagnées dans l'atelier TS doivent avoir préalablement reçu la sensibilisation au risque chimique – version industrie et la sensibilisation aux risques de l'atelier de TS sur le terrain.;Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Règles d'Or de la Production;"Toute activité sur du ""vol"" est couverte par un dossier de fabrication DFC ou DDT";Conforme;Conforme;Juste;
TS_2026-07-17_r;2026-07-17;17:34;Apres-midi;r;UAP1;TS;Règles d'Or de la Production;Respect des allées de circulation par le personnel (autour des zones de balisage);Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des personnes;- Port des EPI : Chaussures de sécurité pour toutes les personnes en activité. Tous les opérateurs portent les EPI indiqués sur les fiches de poste.;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des personnes;Les sorties de secours et les emplacements extincteur sont dégagés;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des personnes;Le tri des déchets dangereux/chimiques est effectué dans les poubelles appropriées;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des personnes;Rangement des produits chimiques dans les armoires après utilisation;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des personnes;Présence de passe-câbles (les câbles au sol sont protégés par des passe-câbles);Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des personnes;- Pont en cours d'utilisation : Aucun opérateur ne se trouve en dessous du pont durant la manipulation;Non conforme;Conforme;Faux;Vendredi_17-07-2026_Securite_des_personnes--_Pont_en_cours_dutilisation__Aucun_operateur_ne_se_trouve_en_dessous_du_pont_durant_la_manipulation_1.jpg | Vendredi_17-07-2026_Securite_des_personnes--_Pont_en_cours_dutilisation__Aucun_operateur_ne_se_trouve_en_dessous_du_pont_durant_la_manipulation_2.jpg
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;- Zone parking du pont : Ponts roulants en zone parking et le crochet est en position haute;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;Réfrigérateur : pas d'alarme / les composants dans le frigo sont encore en cours de validité;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;Vérifier l'état des stocks mini pour les piges téflon;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;Vérifier les états de validité des produits décongelés en salle pour garantir la prochaine polymérisation;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;Vérifier les états de validité des composants dans l'armoire de stockage Zund;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;Vérifier que les produits sont tous recouverts d'une bâche plastique pour prévenir des FODs;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;Les portes du SAS Hall E sont correctement fermées;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Sécurité des produits;Balisage existant autour des transitiques (suivant standard de balisage). Balisage et identification des activités critiques (pancarte indiquant l'activité « critiques »);Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;5S;- Respect du standard des gares SpaceLoop : Le mouvement des Kanban (emplacements jaunes vers les emplacements bleus) est effectué. Le rangement de la gare est respecté.;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;5S;Zone parking des Moyens Non Vol (Passerelle élévatrice, marche-pied, autres…) non utilisés sont rangés aux emplacements définis;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;5S;Transitiques dégagées (marquage au sol vert);Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;5S;Identification du matériel dans les zones de travail => Pancarte avec programme et produit;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;5S;Vérifier si les composants des restes de dossiers ne traînent pas sur les tables;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;5S;Vérifier le rangement sous les tables (Mousse, Poids, Bannette vide, Dérouleur…);Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;5S;Matériel présent nécessaire suivant zone définie et identifiée;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Règles d'Or de la Production;Aucun téléphone portable présent sur les servantes ou zone de travail;Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Règles d'Or de la Production;"Toute activité sur du ""vol"" est couverte par un dossier de fabrication DFC";Conforme;Conforme;Juste;
COMPOSITE_2026-07-17_raph;2026-07-17;17:05;Apres-midi;raph;UAP1;COMPOSITE;Règles d'Or de la Production;Respect des allées de circulation par le personnel (autour des zones de balisage);Conforme;Conforme;Juste;
CALODUCS_2026-07-17_Marie_Martin;2026-07-17;15:00;Apres-midi;Marie Martin;UAP1;CALODUCS;Sécurité des personnes;Port des EPI : Chaussures de sécurité pour toutes les personnes en activité.;Conforme;Conforme;Juste;
CALODUCS_2026-07-17_Marie_Martin;2026-07-17;15:00;Apres-midi;Marie Martin;UAP1;CALODUCS;Sécurité des personnes;Y a-t-il eu un accident de travail ?;Non conforme;Non conforme;Juste;
CALODUCS_2026-07-17_Jean_Dupont;2026-07-17;09:30;Matin;Jean Dupont;UAP1;CALODUCS;Sécurité des personnes;Port des EPI : Chaussures de sécurité pour toutes les personnes en activité.;Conforme;Conforme;Juste;
CALODUCS_2026-07-17_Jean_Dupont;2026-07-17;09:30;Matin;Jean Dupont;UAP1;CALODUCS;Sécurité des personnes;Les sorties de secours et les emplacements extincteur sont visibles et dégagés.;Non conforme;Conforme;Faux;np_test.jpg
CALODUCS_2026-07-17_Jean_Dupont;2026-07-17;09:30;Matin;Jean Dupont;UAP1;CALODUCS;Sécurité des personnes;Y a-t-il eu un accident de travail ?;Conforme;Non conforme;Faux;
CALODUCS_2026-07-17_Jean_Dupont;2026-07-17;09:30;Matin;Jean Dupont;UAP1;CALODUCS;5S;Les transitiques sont dégagées dans l'atelier.;Conforme;Conforme;Juste;
